[1,i]	om namaḥ vīttarāgāya 
[220,vii_220,viii]	tasmāt svābhāva vyavacchedena bhāvaḥ vyavasthitaḥ abhāvaḥ hi nīrūpaḥ yādṛśaḥ vikalpena darśitaḥ nīrūpa tām ca vyavacchidya rūpam ākāra vat paricchidyate tathā ca sati anvaya abhāvaḥ vyatirekaḥ vyatireka abhāvaḥ ca anvayaḥ tatas anvaya abhāve niścite vyatirekaḥ niścitaḥ bhavati vyatireka abhāve ca niścite anvayaḥ niścitaḥ bhavati 
[221,i_221,ii]	tasmāt yadi nāma sā ātmakam avastu nirātmakam ca vastu tathā api tayoḥ na prāṇa ādeḥ anvaya vyatirekayoḥ abhāva niścayaḥ ekatra vastuni ekasya vastunaḥ yugapad bhāva abhāva virodhāt tayoḥ abhāva niścaya ayogāt na ca prativādi anurodhāt sa ātmakān ātmake vastunī sadasatī kintu pramāṇa anurodhāt iti ubhe sandigdhe tatas tayoḥ prāṇa ādimattvasya sat asattva saṃśayaḥ 
[221,iii_221,iv]	yatas eva kvacid anvaya vi atirekayoḥ na bhāva niścayaḥ na api abhāva niścayaḥ tatas eva anvaya vyatirekayoḥ sandehaḥ yadi tu kvacid a pi anvaya vyatirekayoḥ ekasya api abhāva niścayaḥ syāt saḥ eva dvitīyasya bhāva niścayaḥ iti anvaya vyatireka sandehaḥ eva na syāt yatas ca na kvacid bhāva abhāva niścayaḥ tatas eva anvaya vyatirekayoḥ sandehaḥ sandehāt ca anaikāntikaḥ 
[222,i_222,ii]	kasmāt anaikāntikaḥ iti āha sādhyasya itarasya ca viruddhasya atas sandigdha anvaya yatirekāt niścaya abhāvāt sa pakṣa vipakṣayoḥ hi sat asattva sandehe na sādhyasya na viruddhasya siddhiḥ na ca sa ātmakān ātmakābhyām paraḥ prakāraḥ saṃbhavati tatas prāṇa ādimattvāt dharmiṇi jīvat śarīre saṃśayaḥ ātma bhāva abhāvayoḥ iti anaikāntikaḥ prāṇa ādiḥ iti 
[224,i_224,ii]	trayāṇām rūpāṇām asiddhau sandehe ca hetu doṣān upapādya upasaṃharan āha evam iti anantara uktena krameṇa eṣām madhye ekaikam rūpam yadā asiddham sandigdham vā bhavati dve dve vā asiddhe saṃdigdhe vā bhavataḥ tadā asiddhaḥ ca viruddhaḥ ca anaikāntikaḥ ca te hetvābhāsāḥ yathāyogam iti yasya asiddhau saṃdehe vā yaḥ hetvābhāsaḥ yujyate sa tasyāḥ asiddheḥ saṃdehāt ca vyavasthāpyate iti yasya yasya yena yena yogaḥ yathāyogam iti 
[224,iii_224,iv]	nanu cā aacāryeṇa viruddha avyabhicārī api saṃśaya hetuḥ uktaḥ hetu antara sādhitasya viruddham yat tat na vyabhicarati iti viruddha avyabhicārī yadi vā viruddhaḥ ca asau sādhana antara siddhasya dharmasya viruddha sādhanāt avyabhicārī ca svasādhya avyabhicārāt viruddha avyabhicārī 
[225,i_225,ii]	satyam uktaḥ ācāryeṇa mayā tu iha na uktaḥ kasmāt iti āha anumānasya viṣayaḥ pramāṇa siddham trairūpyam yatas hi anumāna sambhavaḥ saḥ anumānasya viṣayaḥ pramāṇa siddhāt ca trairūpyāt anumāna sambhavaḥ tasmāt tat eva anumāna viṣayaḥ tasmin prakrānte na viruddha avyabhicāri sambhavaḥ prāmāṇa siddhe hi trairūpye prastute saḥ eva hetvābhāsaḥ sambhabati yasya pramāṇa siddham rūpam na ca viruddha avyabhicāriṇaḥ pramāṇa siddham asti rūpam atas na sambhavaḥ tatas asambhavāt na uktaḥ 
[225,iii_226,i]	kasmāt asaṃbhavaḥ iti āha na hi iti yasmāt na sambhavaḥ asti viruddha tāyāḥ kārya ca svabhāvaḥ ca tayoḥ ukta lakṣaṇayoḥ iti kāryasya kāraṇāt janma lakṣaṇam tattvam svamāvasya ca sādhya vyāpta tvam tattvam yat kāryam yaḥ ca svabhāvaḥ sa katham ātma vāraṇam vyāpakam ca svabhāvam parityajya bhavet yena viruddhaḥ syāt anupalambhasya ca ukta lakṣaṇasya iti dṛśya anupalambha tvam ca anupalambha lakṣaṇam tasya api vastu abhāva avyabhicāri tvāt na viruddha tva sambhavaḥ 
[226,ii_226,iii]	syāt etat etebhyaḥ anyaḥ bhaviṣyati iti āha na ca anyaḥ etebhyaḥ avyabhicārī tribhyaḥ atas eva eṣu eva hetu tvam 
[226,iv_227,i]	kva tarhi ācārya dignāgena ayam hetu dopaḥ uktaḥ iti āha yasmāt vastu bala pravṛtte anumāne na sambhavati tasmāt āgama āśrayam anumānam āśritya vyabhicāri uktaḥ āgama siddham hi yasya anumānasya liṅga trairūpyam tasya āgamaḥ āśrayaḥ nanu ca āgama siddham api trairūpyam pramāṇa siddham iti āha avastu darśana bala pravṛttam iti avastunaḥ darśanam vikalpa mātram tasya balam sāmarthyam tatas pravṛttam apramāṇāt vikalpa mātrāt vyavasthitam trairūpyam āgama siddham anumānasya na tu pramāṇāt tat tarhi anumāna mā āgama siddha trairūpyam kva adhikṛtam iti āha tad artha iti tasya āgamasya yaḥ arthaḥ atīndriyaḥ pratyakṣa anumāna abhyām aviṣayīkṛtaḥ sāmānya ādiḥ tasya vicāreṣu prakrānteṣu āgama āśrayam anumānam sambhavati tad āśrayaḥ viruddha avyabhicāri uktaḥ ācāryeṇa iti 
[227,ii_227,iii]	kasmāt punar āgama āśraye pyanumāne sambhavaḥ iti āha śāstra kṛtām viparītasya vastu viruddhasya svabhāvasya upasaṃhāraḥ ḍhaukanam artheṣu tasya saṃbhavāt viruddha avyabhicāri sambhavaḥ bhrāntyā iti viparyāsena viparyastāḥ hi śāstra kārāḥ santam asantam svabhāvam āropayanti iti 
[227,iv_227,vi]	yadi śāstra kṛtaḥ api bhrāntāḥ anyeṣu api puruṣeṣu kaḥ āśvāsaḥ iti āha na hi iti na hetuṣu kalpanayā hetu tva vyavasthā api tu vastu sthityā tatas yathā avasthita vastu sthitiṣu ātma kāryānupalambheṣu asya sambhavaḥ na asti avasthitam parama artha sat vastu tad anatikrāntāḥ yathā avasthitāḥ vastu sthitiḥ vyavasthāḥ yeṣām te yathā avasthita vastu sthitayaḥ te hi yathā vastu sthitam tathā sthitāḥ na kalpanayā tatas teṣu na bhrānteḥ avakāśaḥ asti yena viruddha avyabhicāri sambhavaḥ syāt 
[227,vii_228,ii]	tatra viruddha avyabhicāriṇī udāharaṇam yat sarvasmin deśe avasthitaiḥ sva sambandhibhiḥ yugapad abhisambadhyate iti sarva deśa avasthitarabhi sambadhyamāna tvam sāmānyasya anūdya sarva gata tvam vidhīyate tena yugapad abhisambadhyamāna tvam sarva gata tve niyatam tena vyāptam kathyate iha sāmānyam kaṇāda mahā ṛṣiṇā niṣkriyam dṛśyam ekam ca uktam yugapad ca sarvaiḥ svaiḥ sambandhibhiḥ samavāyena saṃbaddham tatra pailukena kaṇāda śiṣyeṇa vyaktiṣu vyakti rahiteṣu ca deśeṣu sāmānyam sthitam sādhayitum pramāṇam idam upanyastam yathā ākāśam iti vyāpti pradarśana viṣayaḥ dṛṣṭāntaḥ ākāśam api hi sarva deśa avasthitaiḥ vṛkṣa ādibhiḥ sva saṃyogibhiḥ yugapad abhisambadhyamānam sarva gatam ca abhisambadhyate ca sarva deśa avasthitaiḥ sva sambandhibhiḥ iti hetoḥ pakṣa dharma tva pradarśanam 
[229,i_229,iii]	asya svabhāva hetu tvam yojayitum āha tad sambandhī iti teṣām sarva deśa avasthitānām dravyāṇām sambandhī sāmānyasya svabhāvaḥ saḥ eva tad sambandhi svabhāva mātram tad anubadhnāti iti tad anubandhinī kā asau iti āha tad deśa saṃ nihita svabhāva tā teṣām sambandhinām deśaḥ tad deśaḥ tad deśe sannihitaḥ svabhāvaḥ yasya tat tad deśa saṃnihita svabhāvam tasya bhāvaḥ tat tā yasya hi yeṣām sambandhī svabhāvaḥ tat niyamena teṣām deśe sannihitam bhavati tatas tad sambandhitva anubandhinī tad deśa saṃnihita tā sāmānyasya 
[230,i_230,iii]	nanu ca gavām sambandhī svāmī na ca go deśe sannihita svabhāvaḥ tat kartham tad sambandhi tvāt tad deśa tvam iti āha na hi iti yaḥ yatra deśe na asti sa deśaḥ yasya sa tad deśaḥ tam na vyāpnoti ātmanā sva rūpeṇa iha sāmānyasya tadvatām ca samavāya lakṣaṇaḥ sambandhaḥ sa ca abhinna deśayoḥ eva tena yatra yat samavetam tat tad ātmī na rūpeṇa kroḍīkurvat samavāyi rūpa deśe sva ātmānam niveśayati 
[231,i_231,iii]	tad deśa rūpa niveśanam eva tad kroḍīkaraṇam tatas tad samavāyaḥ tasmāt yat yatra samavetam tat tat dravyam vyāpnu vat ātmanā tad deśe saṃ nihitam bhavati tat ayam arthaḥ tad deśa stha vastu vyāpanam tad deśa sattayā vyāptam tad deśa sattā abhāve tad vyāpana abhāvāt vyāpana lakṣaṇa samavāya saṃmbandhaḥ na syāt asti ca vyāpanam atas tad deśe sannihita tvam iti tat ayam svabhāva hetuḥ 
[231,iv_232,i]	paiṭhara prayogam darśayan āha dvitīyaḥ api iti yat upalabdheḥ lakṣaṇa tām viṣaya tām prāptam dṛśyam iti arthaḥ etena dṛśya anupalabdhim anūdya na tat tatra asti iti asat vyavahārya tvam vihitam tatas vyāpi adṛśya anupalabdheḥ vyāpakam asat vyavahārya tvam darśitam tat yathā iti kvacid asan ghaṭaḥ dṛṣṭāntaḥ pakṣa dharma tvam darśayitum āha na upalabhyate ca iti vyakti antarālam vyakti antaram ca vyakti śūnyam ca ākāśam dṛśyam api kasyāṃcid vyaktau go sāmānyam aśva ādiṣu vyakti antareṣu vyakti śūnye ca ākāśe na upalabhyate tasmāt na teṣu asti iti gamyate 
[232,ii]	ayam anupalambhaḥ pūrva uktaḥ ca svabhāvaḥ parasparasya viruddhau yau arthau tayoḥ sādhanāt tau ekasmin dharmiṇi saṃśayam janayataḥ na hi ekaḥ arthaḥ paraspara viruddha svabhāvaḥ bhavitum arhati ekena ca atra vyakti antareṣu vyakti śūnye ca ākāśe sattvam apareṇa ca anupalambhena asattvam sādhyate na ca ekasya ekadā ekatra sattvam asattvam ca yuktam tayoḥ virodhāt tad āgama siddhasya sāmānyasya sarva gata tva asarva gata tvayoḥ sādhyayoḥ etau viruddha avyabhicāriṇau jātau yatas sāmānyasya ekasya yugapad sarva deśa avasthitaiḥ abhisambandhi tvam ca abhyupagatam dṛśya tvam ca tatas sarva sambandhi tvāt sarva gata tvam dṛśya tvāt antarālāt anupalambhāt asarva gata tvam tatas śāstra kāreṇa eva viruddha vyāpta tvam apaśyatā viruddha vyāptau dharmau uktvā viruddha avyabhicārya vakāśaḥ dattaḥ iti na ca vastuni asya sambhavaḥ iti uktāḥ hetvābhāsāḥ 
[233,i_234,ii]	nanu ca sādhana avayava tvāt yathā hetavaḥ uktāḥ tad prasaṅgena ca hetvābhāsāḥ tathā sādhana avayava tvāt dṛṣṭāntāḥ vaktavyāḥ tad prasaṅgena ca dṛṣṭānta ābhāsāḥ tat katham na uktāḥ iti āha trirūpaḥ hetuḥ uktaḥ tat kim dṛṣṭāntaiḥ syāt etat tāvatā na artha pratītiḥ iti āha tāvatā ca iti ukta lakṣaṇena eva hetunā bhavati sādhya pratītiḥ atas saḥ eva gamakaḥ tatas tat vacanam eva sādhanam na dṛṣṭāntaḥ nāma na adhanasya avayavaḥ yatas ca ayam na avayavaḥ tena na asya dṛṣṭāntasya lakṣaṇam hetu lakṣaṇāt pṛthak ucyate 
[234,iii_235,i]	katham tarhi hetoḥ vyāpti niścayaḥ yadi adṛṣṭāntakaḥ hetuḥ iti ced na ucyate hetuḥ adṛṣaṭa antakaḥ eva api tu na hetoḥ pṛthak dṛṣṭāntaḥ nāma hetu antarbhūtaḥ eva dṛṣṭāntaḥ atas eva uktam na asya lakṣaṇam pṛthak ucyate iti na tu evam uktam na asya lakṣaṇam ucyate iti yadi evam hetu upayoginaḥ api lakṣaṇam vaktavyam eva iti āha gata artha tvāt gataḥ arthaḥ prayojanam abhidheyam vā yasya dṛṣṭānta lakṣaṇasya tat tathā tasya bhāvaḥ tattvam tasmāt dṛṣṭānta lakṣaṇam hi acyate dṛṣṭānta pratītiḥ yathā syāt dṛṣṭāntaḥ ca hetu lakṣaṇāt eva avasitaḥ tatas dṛṣṭānta lakṣaṇasya yat prayojanam dṛṣṭānta pratītiḥ tat gatam niṣpannam abhidheyam vā gatam jñātam dṛṣṭānta ākhyam 
[235,ii_235,iv]	katham gata artha tvam iti āha hetoḥ rūpam uktam abhedena sāmānyena sādhāraṇam kārya svabhāva anupalambhānām etat lakṣaṇam iti arthaḥ kim punar tat sa pakṣaḥ eva yat sattvam vipakṣāt ca sarvasmāt vyāvṛttiḥ yā rūpa dvayam etat abhedena uktam na ca sāmānyam uktam api śakyam jñātum atas tat eva viśeṣa niṣṭham vaktavyam atas punar api viśeṣeṇa viśeṣavantau janma tanmātra anubandhau darśanīyau uktau kāryasya janma jñātavyam uktam janmani hi jñāte kāryasya sa pakṣaḥ eva sattvam vipakṣāt ca sarvasmāt vyāvṛttiḥ jñātā bhavati svabhāvasya tanmātra anubandhaḥ darśanīyaḥ uktaḥ tat iti sādhanam tat eva tanmātram sādhana mātram tasya anubandhaḥ anugamanam sādhana mātrasya bhāve bhāvaḥ sādhyasya tanmātra bhāvi tvam eva hi sādhyasya tādātmyam sādhanasya yadā svabhāvaḥ jñātaḥ bhavati tadā svabhāva hetoḥ sa pakṣaḥ eva sattvam vipakṣāt ca sarvasmāt vyāvṛttiḥ jñātā bhavati 
[236,i_236,ii]	tat evam sāmānya lakṣaṇam viśeṣa ātmakam jñātavyam na anyathā tatas viśeṣa lakṣaṇam uktam kim atas yadi nāma eva miti āha tat ca sāmānya lakṣaṇam darśayitu kāmena viśeṣa lakṣaṇam darśayata evam darśanīyam iti sambandhaḥ yatra dhūmaḥ tatra agniḥ iti kārya hetaḥ vyāptiḥ daśitā vyāptiḥ ca kārya kāraṇa bhāva sādhanāt pramāṇān niścīyate tatas yathā mahānasaḥ iti darśanīyam asati agnau na bhavati eva dhūmaḥ iti vyatirekaḥ darśitaḥ sa ca yathā itarasmin iti darśanīyaḥ vahni nivṛttiḥ hi dhūma nivṛttau niyatā darśanīyā sā ca mahān asāt itaratra iti darśanīyā 
[237,i]	yatra kṛtaka tvam tatra anitya tvam iti svabhāva hetoḥ vyāptiḥ darśitā anitya tva abhāve na bhavati eva kṛtaka tvam iti vyatirekaḥ darśitaḥ vyāpteḥ ca sādhakam pramāṇam sādharmya dṛṣṭānte darśanīyam prasiddha vyāptikasya ca hetoḥ sādhya nivṛttau nivṛttiḥ niyatā darśanīyā tat avaśyam yathā ghaṭe yathā ākāśe ca iti darśanīyam 
[237,ii]	kasmāt evam iti āha na hi iti yasmāt anyathā sāmānya lakṣaṇa rūpe sa pakṣa vipakṣayoḥ sat asat tve yathā ukta prakāre iti niyate sa pakṣaḥ eva sattvam vipakṣe asattvam eva iti niyamaḥ yathā ukta prakāraḥ te na śakye darśayitum viśeṣa lakṣaṇe hi darśite yathā ukta prakāre sat asat tve darśite bhavataḥ na ca viśeṣa lakṣaṇam anyathā śakyam darśayitum 
[237,iii]	tasya sādhyasya kāryam tat kāryam dhūmaḥ tasya bhāvaḥ tad kārya tā sā eva niyamaḥ yatas tad kārya tayā dhūmaḥ dahane niyataḥ saḥ ayam tad kāryatā niyamaḥ viśeṣa lakṣaṇa rūpaḥ anyatha darśayitum aśakyaḥ svabhāva liṅgasya ca svabhāvena sādhyena vyāptiḥ viśeṣa lakṣaṇa rūpā na śakyāḥ darśayitum yasmāt kārya kāraṇa bhāvaḥ tādātmyam ca mahānase ghaṭe ca jñātavyam tasmāt vyāpti sādhanam pramāṇam darśayatā sādharmya dṛṣṭāntaḥ darśanīyaḥ vaidharmya dṛṣṭāntaḥ tu prasiddhe tad kārya tve kāraṇa abhāve kārya abhāva pratipatti artham tatas eva na avaśyam vastu bhavati kāraṇa abhāve kārya abhāvaḥ vastuni avastuni vā bhavati tatas vastu avastu vā vaidharmya dṛṣṭāntaḥ iṣyate 
[238,i_239,i]	tasmāt dṛṣṭāntam antareṇa na hetoḥ anvayaḥ vyatirekaḥ vā śakyaḥ darśayitum atas hetu rūpa ākhyānāt eva hetoḥ vyāpti sādhanasya pramāṇasya darśakaḥ sādharmya dṛṣṭāntaḥ prasiddha vyāptikasya sādhya abhāve hetu abhāva pradarśanāt vaidharmya dṛṣṭānte upādeyaḥ iti ca darśitam bhavati asmin ca arthe darśite darśitaḥ eva dṛṣṭāntaḥ bhavati yaḥ ayam arthaḥ vyāpti sādhana pramāṇa pradarśanaḥ kaścid upādeyaḥ nivṛtti pradarśana śca iti asmin arthe darśite darśitaḥ dṛṣṭāntaḥ iti āha etāvat mātram rūpam yasya tasya bhāvaḥ tattvam tasmāt iti etāvat eva hi rūpam dṛṣṭāntasya yat uta vyāpti sādhana pramāṇa pradarśaka tvam nāma sādharmya dṛṣṭāntasya prasiddha vyāptikasya ca sādhya nivṛttau sādhana nivṛtti pradarśaka tvam iti eta dvaidharmya dṛṣṭāntasya etat ca hetu rūpa ākhyānāt eva ākhyātam iti kim dṛṣṭānta lakṣaṇena 
[239,ii_239,iii]	etena eva ca hetu rūpa ākhyānāt dṛṣṭānta tva pradarśanena dṛṣṭānta doṣāḥ dṛṣṭānta ābhāsāḥ kathitāḥ bhavanti tathā hi pūrva ukta siddhaye yaḥ upādīyamānaḥ api dṛṣṭāntaḥ na samarthaḥ sva kāryam sādhayitum sa dṛṣṭānta doṣaḥ iti sāmarthyāt uktam bhavati 
[240,i_240,ii]	dṛṣṭānta ābhāsām udāharati yathā nityaḥ śabdaḥ iti śabdasya nitya tve sādhye amūrta tvāt iti hetuḥ sādharmyeṇa karma vat paramāṇu vat ghaṭa vat iti ete dṛṣṭāntāḥ upanyastāḥ ete ca dṛṣṭānta doṣāḥ sādhyam ca sādhanam ca ubhayam ca iti taiḥ vikalāḥ sādhya vikalam karma tasyāḥ anitya tvāt sādhana vikalaḥ paramāṇuḥ mūrtta tvāt paramāṇūnām a asarva gata dravya parimāṇam mūrttiḥ asarva gatāḥ ca dravya rūpāḥ ca paramāṇavaḥ nityāḥ tu vaiśeṣikaiḥ iṣyante tatas na sādhya vikalaḥ ghaṭaḥ tu ubhaya vikalaḥ anitya tvāt mūrtta tvāt ca ghaṭasya iti 
[240,iii_241,i]	tathā saṃdigdhaḥ sādhya dharmaḥ yasmin sa saṃdigdha sādhya dharmaḥ saḥ ādiḥ yeṣām te tathā uktāḥ saṃdigdha sādhya dharmaḥ saṃdigdha sādhana dharmaḥ saṃdigdha ubhayaḥ udāharaṇam rāga ādimān iti rāga ādimat tvam sādhyam vacanāt iti hetuḥ rathyā puruṣa vat iti dṛṣṭānte rāga ādimattvam sandigdham maraṇam dharmaḥ asya iti maraṇa dharmā tasya bhāvaḥ maraṇa dharma tvam sādhyam ayam puruṣaḥ iti dharmī rāga ādimattvāt iti hetuḥ rathyā puruṣe dṛṣṭānte sandigdham sādhanam sādhyam tu niścitam maraṇa dharma tvam iti asarvajñaḥ iti asarvajña tvam sādhyam rāga ādimattvāt iti hetuḥ tat ubhayam api rathyā puruṣe dṛṣṭānte sandigdham asarvajña tvam rāga ādimattvam ca iti 
[241,ii_241,v]	tathā ananvayaḥ iti yasmin dṛṣṭānte sādhya sādhanayoḥ sambhava mātram dṛśyate na tu sādhyena vyāptaḥ hetuḥ saḥ ananvayaḥ apradarśita anvayaḥ ca yasmin dṛṣṭānte vidyamānaḥ api anvayaḥ na pradarśitaḥ vaktrā saḥ apradarśita anvayaḥ ananvayam udāharati yathā iti yaḥ vaktā iti vaktṛ tvam anūdya sa rāga ādimān iti rāga ādimat tvam vihitam tatas vaktṛ tvasya rāga ādimattvam pratiniyamaḥ tena vyāptiḥ uktā iṣṭa puruṣa vat iti iṣṭa grahaṇena prativādi api saṃgṛhyate vādī api tena vaktṛ tva rāga ādimattvayoḥ sattva mātram iṣṭe puruṣe siddham vyāptiḥ tu na siddhā tenā ananvayaḥ dṛṣṭāntaḥ iti anityaḥ śabdaḥ iti anitya tvam sādhyam kṛtaka tvāt iti hetuḥ ghaṭa vat iti dṛṣṭānte na pradarśitaḥ anvayaḥ 
[242,i]	iha yadi api kṛtaka tvena ghaṭa sadṛśaḥ śabdaḥ tathā api na anitya tvena api sadṛśaḥ pratyetum śakyate ati prasaṅgāt yadi tu kṛtaka tvam anitya svabhāvam vijñātam bhavati evam kṛtaka tvāt anitya tva pratītiḥ syāt tasmāt yat kṛtakam tat anityam iti kṛtaka tvam anitya tve niyatam abhidhāya niyama sādhanāya anvaya vākya artha pratipatti viṣayaḥ dṛṣṭānte upādeyaḥ sa ca pradarśita anvayaḥ eva anena tu anvaya vākyam anuktvā eva dṛṣṭāntaḥ upāttar īdṛśaḥ ca sādharmya mātreṇa eva upayogī na ca sādharmyāt sādhya siddhiḥ atas anvaya arthaḥ dṛṣṭāntaḥ tad arthaḥ ca anena na upāttar sādharmya arthaḥ ca upāttaḥ nirupayogaḥ iti vaktṛ doṣāt ayam dṛṣṭānta doṣaḥ vaktrā hi atra paraḥ pratipādayitavyaḥ tatas yadi nāma na duṣṭam vastu tathā api vaktrā duṣṭam darśitam iti duṣṭam eva 
[243,i_244,ii]	tathā viparītaḥ anvayaḥ yasmin dṛṣṭānte sa tathā uktaḥ tam eva udāharati yat anityam tat kṛtakam iti kṛtaka tvam anitya tva niyatam dṛṣṭānte darśanīyam evam kṛtaka tvāt anitya tva gatiḥ syāt atra tu anitya tvam kṛtaka tve niyatam darśitam kṛtaka tvam tu aniyatam eva anitya tve tatas yādṛśam iha kṛtaka tvam aniyatam anitya tve darśitam tādṛśāt na asti anitya tva pratītiḥ tathā hi yat anityam iti anitya tvam anūdya tat kṛtakam iti kṛtaka tvam vihitam atas anitya tvam niyatam uktam kṛtaka tve na tu kṛtaka tvam anitya tve tatas yathā anitya tvāt aniyatāt prayatna anantarīyaka tve na prayatna anantarīyaka tva pratītiḥ tadvat kṛtaka tvāt anitya tva pratipattiḥ na syāt anitya tve aniyata tvāt kṛtaka tvasya yadi api ca kṛtaka tvam vastu sthityā anitya tve niyatam tathā api aniyatam vaktrā darśitam atas svayam aduṣṭam api vaktṛ doṣāt duṣṭam tasmāt viparīta anvayaḥ api vaktuḥ aparādhāt na vastutas para artha anumāne ca vaktuḥ api doṣaḥ cintyate iti 
[244,iii_244,iv]	sādharmyeṇa nava dṛṣṭānta doṣāḥ uktāḥ 
[244,v_245,i]	vaidharmyeṇa api dṛṣṭānta doṣān vaktum āha nitya tve śabdasya sādhye hetau amūrtta tve paramāṇuḥ vaidharmya dṛṣṭāntaḥ sādhyāvyatirekī nitya tvāt paramāṇūnām karma sādhana avyatireki amūrtta tvāt karmaṇaḥ ākāśam ubhaya avyatireki nitya tvāt amūrtta tvāt ca sādhyam ādiḥ yeṣām tāni sādhya ādīni sādhya sādhana ubhayāni teṣām avyatirekaḥ nivṛtti abhāvaḥ sa yeṣām asti te sādhyādi a vyatirekiṇaḥ te ca udāhṛtāḥ 
[245,ii_245,iv]	aparān udāha rttum āha tathā iti sādhyasya vyatirekaḥ sādhya vyatirekaḥ saṃdigdhaḥ sādhya vyatirekaḥ yasmin sa saṃdigdha sādhya vyatirekaḥ saḥ ādiḥ yeṣām te tathā uktāḥ saṃdigdha sādhya vyatirekam udāha rttum āha yathā iti asarva jñāḥ iti ekam sādhyam anāptāḥ akṣīṇa doṣāḥ iti dvitīyam kapila ādayaḥ iti dharmīm avidyamāna sarvajña tā ityādi hetuḥ sarvajña tā ca āpta tā ca tayoḥ liṅga bhūtaḥ pramāṇa atiśayaḥ liṅga ātmakaḥ pramāṇa viśeṣaḥ avidyamānaḥ sarvajña tā āpta tā liṅga bhūtaḥ pramāṇa atiśayaḥ yasmin tat tathā uktam śāsanam tādṛśam śāsanam yeṣām te tathā uktāḥ teṣām bhāvaḥ tattvam tasmāt pramāṇa atiśayaḥ jyotiḥ jñāna upadeśaḥ iha abhipretaḥ yadi hi kapila ādayaḥ sarva jñāḥ āptāḥ vā syuḥ tadā jyotiḥ jñāna ādikam kasmāt na upadiṣṭavantaḥ na ca upadiṣṭavantaḥ tasmāt na sarva jñā āptā vā 
[245,v]	atra pramāṇe vaidharmya udāharaṇam yaḥ sarvajña āptaḥ vā sa jyotiḥ jñāna ādikam sarvajña tā āpta tā āliṅga bhūtam upadiṣṭavān yathā ṛṣabhaḥ vardhamānaḥ ca tauvādī yasya saḥ ṛṣabha vardhamāna ādiḥ digambarāṇām śāstā sarvajñaḥ ca āptaḥ ca iti tat iha vaidharmya udāharaṇāt ṛṣabha ādeḥ a sarvajña tvasya anāpta tāyāḥ ca vyatirekaḥ vyāvṛttiḥ saṃdigdhā yatas jyotiḥ jñānam ca upadiśet asarva jñāḥ ca bhavet anāptā vā kaḥ atra virodhaḥ naimittikam etat jñānam vyabhicāri na sarvajña tvam anumāpayet 
[247,i_247,iii]	sandigdhaḥ sādhana vyatirekaḥ yasmin sa tathā uktaḥ tam udāharati yathā iti ṛc sāmayajaṃṣi trīṇi trayī tām vetti iti trayī vid tena na grāhyam vacanam yasya iti sādhyam vivakṣitaḥ iti kapilādiḥ dharmī rāga ādimattvāt iti hetuḥ atra pramāṇe vaidharmya udāharaṇam sādhya abhāvaḥ sādhana abhāvena yatra vyāptaḥ darśyate tat vaidharmya udāharaṇam grāhyam vacanam yeṣām te grāhya vacanāḥ iti sādhya nivṛttim anūdya na te rāga ādi mante iti sādhana abhāvaḥ vihitaḥ gautamaḥ ādiḥ yeṣām te tathā uktāḥ manu ādayaḥ dharma śāstrāṇi smṛtayaḥ teṣām karttāraḥ trayī vidā hi brāhmaṇena grāhya vacanāḥ dharma śāstra kṛtaḥ vīta rāgāḥ ca te iti iha dharmī vyatireka viṣayaḥ gautama ādayaḥ iti gautama ādibhyaḥ rāga ādimattvasya sādhanasya nivṛttiḥ sandigdhā yadi api te grāhya vacanāḥ tra yīvidaḥ tathā api kim sa rāgāḥ uta vīta rāgāḥ iti sandehaḥ 
[247,iv_248,i]	sandigdhaḥ ubhayoḥ vyatirekaḥ yasmin sa tathā uktaḥ tam udāharati yathā iti avīta rāgāḥ iti rāga ādimat tvam sādhyam kapila ādayaḥ iti dharmī parigrahaḥ labhyamānasya svīkāraḥ prathamaḥ svīkārāt ūrdhvam yat gārdhyam mātsaryam saḥ āgrahaḥ parigrahaḥ ca āgrahaḥ ca tābhyām yogāt kapila ādayaḥ labhyamānam svīkurvanti svīkṛtam na muñcanti iti te rāga ādi mantaḥ gamyante atra pramāṇe vaidharmya udāharaṇam yatra sādhya abhāve sādhana abhāvaḥ darśayitavyaḥ yaḥ vīta rāgaḥ iti sādhya abhāvam anūdya na tasya parigraha agrahau iti sādhana abhāvaḥ vihitaḥ yathā ṛṣabha ādeḥ iti dṛṣṭāntaḥ etasmādṛ ṣabha ādeḥ dṛṣṭāntāt avīta rāga tvasya sādhyasya parigraha agraha yogasya ca sādhanasya nivṛttiḥ sandigdhā ṛṣabha ādīnām hi parigraha agraha yogaḥ api sandigdhaḥ vīta rāga tvam ca yadi nāma tad siddhānte vīta rāgāḥ ca niṣparigrahāḥ ca paṭhyante tathā api sandehaḥ eva 
[248,ii_249,i]	aparān api trīn udāharttum āha avidyamānaḥ vyatirekaḥ yasmin saḥ avyatirekaḥ avīta rāgaḥ iti rāga ādimat tvam sādhyam vaktṛ tvāt iti hetuḥ iha vyatirekam āha yatra avīta rāga tvam na asti iti sādhya abhāva anuvādaḥ tatra vaktṛ tvam api na asti iti sādhana abhāva vidhiḥ tena sādhana abhāvena sādhya abhāvaḥ vyāptaḥ uktaḥ dṛṣṭāntaḥ yathā upalakhaṇḍaḥ iti 
